player,total_passes,total_completed,total_uncompleted,total_percentage%,f3_passes,f3_completed,f3_uncompleted,f3_percentage%,short_passes,short_completed,short_uncompleted,short_percentage%,long_passes,long_completed,long_uncompleted,long_percentage%,average_pass_length,crosses,crosses_completed,crosses_uncompleted,crosses_percentage%,total_shot_assists,total_goal_assists,dribbles,dribbles_completed,dribbles_f3,dribbles_f3_completed,fouls_won,team,MP,competition,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,recoveries,duels,duels_won,fouls_committed,shot_blocked,clearances,pressure,interceptions,total_goals_against,penalty_goals_against,penalty_saves,non_penalty_goals_against,penalty_onTarget_attempts,penalty_saves_percentage%,shot_onTarget_saved,save%,save_both_hands,save_chest,save_head,save_left_foot,save_left_hand,right_foot,save_right_hand,position,group
Jonjoe Kenny,32,23,9,71.875,2,1,1,50.0,13,11,2,84.61538461538461,3,0,3,0.0,16.639013359575,1,1,0,100.0,0,0,0,0,0,0,0,Everton,1,England - Premier League,1,0,0,0,1,0,0.063103065,0.0,0.0,0.0,0.063103065,1,2,0,0,7,2,8,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Jordan Amavi,529,398,131,75.23629489603024,42,29,13,69.04761904761905,239,214,25,89.5397489539749,57,18,39,31.57894736842105,18.065904380431757,34,8,26,23.52941176470588,6,2,49,18,29,6,14,Aston Villa,10,England - Premier League,4,0,0,0,3,0,0.0751711596,0.0,0.0,0.0,0.0187927899,56,57,22,18,22,39,154,14,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Jordan Ayew,824,647,177,78.51941747572816,55,33,22,60.0,574,507,67,88.32752613240417,26,9,17,34.61538461538461,14.163619289251544,42,9,33,21.428571428571427,14,0,158,85,85,45,49,Aston Villa,30,England - Premier League,61,21,14,2,22,7,5.2455502295,34.42622950819672,11.475409836065573,33.33333333333333,0.08599262671311475,122,170,30,53,65,11,699,18,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Jordan Brian Henderson,1007,780,227,77.45779543197617,171,110,61,64.32748538011695,563,520,43,92.36234458259325,136,64,72,47.05882352941176,20.252588165488635,32,9,23,28.125,16,2,22,12,8,3,12,Liverpool,17,England - Premier League,26,6,8,1,11,2,2.206942035,23.076923076923077,7.6923076923076925,33.33333333333333,0.08488238596153846,85,54,22,11,26,29,304,18,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Jordan Lyden,72,59,13,81.94444444444444,7,4,3,57.14285714285714,49,43,6,87.75510204081633,7,4,3,57.14285714285714,18.59015262023,2,0,2,0.0,1,0,1,1,0,0,2,Aston Villa,4,England - Premier League,1,0,0,0,0,0,0.07523298,0.0,0.0,0.0,0.07523298,10,5,1,1,1,6,33,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Jordan Pickford,78,30,48,38.46153846153847,31,10,21,32.25806451612903,5,5,0,100.0,70,22,48,31.428571428571427,61.00369370132308,0,0,0,0.0,0,0,0,0,0,0,1,Sunderland,2,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,0,0,6,2,0,4,2,0.0,11,73.33333333333333,7,1,0,0,3,0,0,Goalkeeper,Goalkeepers
Jordan Rossiter,6,4,2,66.66666666666666,0,0,0,0.0,4,4,0,100.0,0,0,0,0.0,10.06914601356,0,0,0,0.0,0,0,0,0,0,0,0,Liverpool,1,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,13,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Jordan Veretout,1090,854,236,78.34862385321101,150,107,43,71.33333333333334,703,635,68,90.3271692745377,122,42,80,34.42622950819672,18.543075076708842,40,13,27,32.5,35,5,14,11,3,2,28,Aston Villa,25,England - Premier League,20,7,6,0,7,0,1.262154596,35.0,0.0,0.0,0.0631077298,105,67,19,26,34,26,424,14,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Jordi Amat Maas,185,145,40,78.37837837837837,14,6,8,42.857142857142854,112,105,7,93.75,16,3,13,18.75,20.109251356645622,1,0,1,0.0,0,0,2,2,0,0,3,Swansea City,8,England - Premier League,1,0,1,0,0,0,0.3147205,0.0,0.0,0.0,0.3147205,14,19,4,4,12,26,46,14,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Jordi Gómez García-Penche,173,143,30,82.65895953757226,29,16,13,55.172413793103445,96,92,4,95.83333333333334,16,5,11,31.25,17.45826730083468,3,1,2,33.33333333333333,3,0,2,2,1,1,5,Sunderland,5,England - Premier League,2,1,0,0,1,0,0.022011260999999997,50.0,0.0,0.0,0.011005630499999999,15,11,5,7,9,9,46,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
Jordon Ibe,559,442,117,79.06976744186046,40,35,5,87.5,394,348,46,88.3248730964467,35,11,24,31.428571428571427,15.335518622039356,31,8,23,25.806451612903224,18,1,77,44,44,27,17,Liverpool,27,England - Premier League,30,6,11,1,12,1,1.2689323965000001,20.0,3.3333333333333335,16.666666666666664,0.04229774655,81,30,5,13,12,2,203,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Jordon Mutch,357,253,104,70.86834733893558,35,18,17,51.42857142857142,190,173,17,91.05263157894737,50,15,35,30.0,17.893291173045377,21,4,17,19.047619047619047,7,0,16,12,6,4,11,Crystal Palace,20,England - Premier League,16,2,8,0,6,0,1.1795702252,12.5,0.0,0.0,0.073723139075,38,55,15,12,10,8,207,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Jordy Clasie,828,665,163,80.31400966183575,121,67,54,55.371900826446286,479,445,34,92.90187891440502,107,56,51,52.336448598130836,19.405399465233042,9,2,7,22.22222222222222,10,0,11,6,2,2,9,Southampton,22,England - Premier League,14,1,5,0,6,0,0.540446676,7.142857142857142,0.0,0.0,0.038603333999999996,71,72,29,24,36,31,433,29,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Josh Onomah,49,32,17,65.3061224489796,4,4,0,100.0,35,29,6,82.85714285714286,5,2,3,40.0,14.379567612435919,7,1,6,14.285714285714285,0,0,4,2,4,2,1,Tottenham Hotspur,8,England - Premier League,3,2,1,0,0,0,0.191308678,66.66666666666666,0.0,0.0,0.06376955933333334,4,5,4,1,3,0,27,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Joshua King,457,338,119,73.96061269146608,29,14,15,48.275862068965516,303,247,56,81.51815181518151,8,3,5,37.5,12.500208803031597,23,8,15,34.78260869565217,21,2,103,57,64,35,31,AFC Bournemouth,31,England - Premier League,56,21,16,1,16,6,5.83628998,37.5,10.714285714285714,28.57142857142857,0.10421946392857143,89,107,24,36,28,19,593,10,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
José Holebas,531,386,145,72.69303201506591,67,33,34,49.25373134328358,247,220,27,89.06882591093117,81,34,47,41.9753086419753,17.71399019500339,17,4,13,23.52941176470588,7,0,35,17,18,6,5,Watford,11,England - Premier League,13,2,3,0,7,0,0.5577538845,15.384615384615385,0.0,0.0,0.04290414496153846,58,37,15,11,18,42,119,18,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
José Leonardo Ulloa,396,280,116,70.70707070707071,37,19,18,51.35135135135135,208,177,31,85.09615384615384,11,3,8,27.27272727272727,12.221045035774546,7,2,5,28.57142857142857,9,1,30,17,17,12,19,Leicester City,29,England - Premier League,33,10,14,0,5,6,6.423967905,30.303030303030305,18.181818181818183,60.0,0.19466569409090909,57,145,21,21,30,22,254,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Forward,Forwards
José Luis Sanmartín Mato,376,268,108,71.27659574468085,35,14,21,40.0,175,146,29,83.42857142857143,17,8,9,47.05882352941176,13.997651426708934,12,5,7,41.66666666666667,8,1,25,10,16,7,21,Stoke City,22,England - Premier League,29,16,9,0,4,4,2.577868745,55.172413793103445,13.793103448275861,25.0,0.08889202568965517,36,68,7,22,23,9,265,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
José Manuel Jurado Marín,1035,831,204,80.28985507246377,98,70,28,71.42857142857143,719,643,76,89.4297635605007,73,29,44,39.726027397260275,15.383856462096,34,10,24,29.411764705882355,39,0,86,52,33,19,44,Watford,27,England - Premier League,36,10,14,2,8,0,1.5850886101,27.77777777777778,0.0,0.0,0.04403023916944444,146,69,19,15,37,9,343,17,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
José Miguel da Rocha Fonte,1642,1375,267,83.73934226552984,190,103,87,54.21052631578947,905,880,25,97.23756906077348,223,99,124,44.39461883408072,22.058136842782364,7,3,4,42.857142857142854,5,0,4,4,0,0,12,Southampton,37,England - Premier League,24,7,11,0,5,2,2.732162336,29.166666666666668,8.333333333333332,28.57142857142857,0.11384009733333333,117,118,33,24,67,229,274,58,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
José Ramiro Funes Mori,1299,1085,214,83.52578906851424,133,75,58,56.390977443609025,785,756,29,96.30573248407643,179,78,101,43.575418994413404,21.45934470481829,3,0,3,0.0,5,0,11,5,2,0,12,Everton,28,England - Premier League,24,8,11,0,4,4,2.0404576734,33.33333333333333,16.666666666666664,50.0,0.08501906972500001,124,95,21,11,42,201,214,53,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
José Salomón Rondón Giménez,662,424,238,64.04833836858006,63,19,44,30.158730158730158,297,249,48,83.83838383838383,27,15,12,55.55555555555556,13.280380149127977,26,8,18,30.76923076923077,24,2,44,21,28,15,40,West Bromwich Albion,34,England - Premier League,72,22,26,1,19,9,8.3394650601,30.555555555555557,12.5,40.909090909090914,0.1158259036125,90,239,8,37,51,45,517,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
José Ángel Crespo Rincón,30,27,3,90.0,2,2,0,100.0,14,14,0,100.0,5,5,0,100.0,19.380510910224,0,0,0,0.0,0,0,0,0,0,0,1,Aston Villa,1,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,9,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
João Carlos Vilaça Teixeira,3,3,0,100.0,0,0,0,0.0,2,2,0,100.0,0,0,0,0.0,11.132932593120001,0,0,0,0.0,0,0,0,0,0,0,0,Liverpool,1,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,3,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
Juan Carlos Paredes Reasco,380,256,124,67.36842105263158,59,29,30,49.152542372881356,153,129,24,84.31372549019608,57,22,35,38.59649122807017,18.872308202208632,23,6,17,26.08695652173913,3,0,14,7,7,3,9,Watford,17,England - Premier League,5,1,2,0,2,0,0.127796528,20.0,0.0,0.0,0.0255593056,49,23,9,10,19,25,145,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Juan Guillermo Cuadrado Bello,11,9,2,81.81818181818183,0,0,0,0.0,5,4,1,80.0,1,0,1,0.0,18.476908747265455,1,0,1,0.0,0,0,0,0,0,0,2,Chelsea,1,England - Premier League,1,1,0,0,0,0,0.042315856,100.0,0.0,0.0,0.042315856,1,1,0,0,2,1,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing Back,Defenders
Juan Manuel Iturbe Arévalo,27,19,8,70.37037037037037,4,4,0,100.0,18,14,4,77.77777777777779,1,1,0,100.0,14.592635185173334,0,0,0,0.0,1,0,4,3,3,2,1,AFC Bournemouth,2,England - Premier League,1,1,0,0,0,0,0.035855655,100.0,0.0,0.0,0.035855655,5,0,0,0,2,0,15,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Juan Manuel Mata García,1914,1634,280,85.37095088819227,176,136,40,77.27272727272727,1325,1237,88,93.35849056603773,153,71,82,46.40522875816993,16.773184007412603,52,10,42,19.230769230769234,46,5,61,40,26,12,41,Manchester United,38,England - Premier League,58,22,12,1,18,6,5.866743938,37.93103448275862,10.344827586206897,27.27272727272727,0.10115075755172413,149,59,15,27,34,17,396,23,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Juan Miguel Jiménez López,51,40,11,78.43137254901961,2,0,2,0.0,33,30,3,90.9090909090909,1,0,1,0.0,14.85985058922353,2,0,2,0.0,3,0,4,3,2,2,5,Southampton,12,England - Premier League,6,1,2,0,3,0,0.426554524,16.666666666666664,0.0,0.0,0.07109242066666667,8,6,2,4,3,0,53,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Julián Speroni,68,41,27,60.29411764705882,7,3,4,42.857142857142854,15,15,0,100.0,49,23,26,46.93877551020408,45.56625340928823,0,0,0,0.0,0,0,0,0,0,0,0,Crystal Palace,2,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,5,1,0,4,1,0.0,10,71.42857142857143,6,1,0,1,1,0,1,Goalkeeper,Goalkeepers
Junior Stanislas,776,547,229,70.4896907216495,59,37,22,62.71186440677966,523,426,97,81.45315487571702,83,24,59,28.915662650602407,16.15759877407268,43,15,28,34.883720930232556,31,2,62,34,25,15,16,AFC Bournemouth,21,England - Premier League,46,12,16,0,18,3,2.4055857666,26.08695652173913,6.521739130434782,25.0,0.05229534275217391,75,56,12,16,33,16,265,15,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Karl Darlow,246,119,127,48.3739837398374,54,21,33,38.88888888888889,29,29,0,100.0,192,69,123,35.9375,51.140290710286834,0,0,0,0.0,0,0,0,0,0,0,1,Newcastle United,9,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,1,0,0,0,0,2,0,11,0,1,11,1,100.0,22,66.66666666666666,16,0,0,1,1,1,3,Goalkeeper,Goalkeepers
Kasper Schmeichel,1220,477,743,39.09836065573771,497,103,394,20.72434607645875,76,76,0,100.0,1029,298,731,28.960155490767736,57.97589977988557,0,0,0,0.0,6,0,1,1,0,0,1,Leicester City,38,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,211,0,0,0,1,8,6,0,36,4,0,32,4,0.0,100,75.75757575757575,74,1,1,5,5,4,10,Goalkeeper,Goalkeepers
Kelechi Promise Iheanacho,349,268,81,76.79083094555874,29,14,15,48.275862068965516,250,211,39,84.39999999999999,8,2,6,25.0,12.966660257165845,10,5,5,50.0,12,1,17,15,14,12,6,Manchester City,26,England - Premier League,29,12,8,0,8,8,5.051744738,41.37931034482759,27.586206896551722,66.66666666666666,0.1741980944137931,39,61,10,20,10,6,162,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Forward,Forwards
Kelvin Davis,29,14,15,48.275862068965516,0,0,0,0.0,9,8,1,88.88888888888889,17,3,14,17.647058823529413,41.069626019255175,0,0,0,0.0,0,0,0,0,0,0,0,Southampton,1,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,2,0,0,2,0,0.0,5,71.42857142857143,3,0,0,0,0,0,2,Goalkeeper,Goalkeepers
Kevin De Bruyne,1314,946,368,71.99391171993912,130,89,41,68.46153846153847,864,699,165,80.90277777777779,142,64,78,45.07042253521127,17.402063922717204,89,24,65,26.96629213483146,69,9,73,43,36,19,23,Manchester City,25,England - Premier League,48,25,12,0,10,7,4.5022645489999995,52.083333333333336,14.583333333333334,28.000000000000004,0.09379717810416666,114,72,18,20,35,15,450,18,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Kevin Linford Stewart,466,408,58,87.55364806866953,46,27,19,58.69565217391305,335,320,15,95.52238805970148,36,18,18,50.0,17.733454355154592,0,0,0,0.0,3,0,10,7,3,2,18,Liverpool,7,England - Premier League,5,0,2,0,2,0,0.22761358,0.0,0.0,0.0,0.045522716000000005,33,26,17,11,13,16,153,24,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Kevin Mbabu,56,30,26,53.57142857142857,7,3,4,42.857142857142854,18,14,4,77.77777777777779,12,4,8,33.33333333333333,23.098442136235715,2,0,2,0.0,1,0,4,3,3,2,2,Newcastle United,3,England - Premier League,1,1,0,0,0,0,0.036821686,100.0,0.0,0.0,0.036821686,7,13,6,3,7,5,42,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Kevin Mirallas,382,296,86,77.4869109947644,39,25,14,64.1025641025641,230,209,21,90.8695652173913,48,15,33,31.25,18.411250739645027,24,5,19,20.833333333333336,14,2,37,21,22,11,21,Everton,23,England - Premier League,41,16,8,0,16,4,3.215618413,39.02439024390244,9.75609756097561,25.0,0.0784297173902439,55,34,6,15,10,6,151,17,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Kevin Nolan,14,13,1,92.85714285714286,1,0,1,0.0,11,11,0,100.0,1,0,1,0.0,14.53623343554857,0,0,0,0.0,0,0,1,1,0,0,0,West Ham United,2,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,3,0,0,1,1,5,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Kevin Toner,125,92,33,73.6,21,8,13,38.095238095238095,58,54,4,93.10344827586206,17,4,13,23.52941176470588,19.84956044133312,2,1,1,50.0,0,1,1,0,1,0,4,Aston Villa,4,England - Premier League,2,0,1,0,0,0,0.114883628,0.0,0.0,0.0,0.057441814,6,17,8,2,8,17,52,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Kevin Wimmer,543,487,56,89.68692449355433,45,29,16,64.44444444444444,345,334,11,96.81159420289856,52,26,26,50.0,21.495119391779006,0,0,0,0.0,1,0,0,0,0,0,3,Tottenham Hotspur,10,England - Premier League,1,0,0,0,0,0,0.09628442,0.0,0.0,0.0,0.09628442,21,21,3,11,15,43,51,18,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Kieran Gibbs,219,163,56,74.42922374429224,24,15,9,62.5,132,122,10,92.42424242424242,20,4,16,20.0,16.928032565487122,5,1,4,20.0,1,0,11,4,7,3,5,Arsenal,15,England - Premier League,5,1,2,0,2,1,0.674481988,20.0,20.0,100.0,0.1348963976,19,28,7,3,17,16,104,7,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Kieran O''Neill Dowell,35,25,10,71.42857142857143,4,2,2,50.0,19,16,3,84.21052631578947,4,1,3,25.0,15.870125848566857,4,0,4,0.0,1,0,5,2,0,0,0,Everton,2,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,3,1,1,1,0,22,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Kieran Richardson,347,260,87,74.92795389048992,29,18,11,62.06896551724138,160,149,11,93.125,35,13,22,37.142857142857146,16.901221761088184,16,4,12,25.0,3,2,12,8,4,2,3,Aston Villa,11,England - Premier League,7,2,4,0,1,0,0.154056552,28.57142857142857,0.0,0.0,0.02200807885714286,31,32,8,18,12,20,127,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Kieran Trippier,355,252,103,70.98591549295776,40,21,19,52.5,155,142,13,91.61290322580645,50,15,35,30.0,18.976060747878083,28,7,21,25.0,5,1,7,2,3,0,11,Tottenham Hotspur,6,England - Premier League,2,1,1,0,0,1,0.6527253940000001,50.0,50.0,100.0,0.32636269700000003,34,32,10,3,12,23,69,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Kolo Habib Touré,457,384,73,84.02625820568927,41,15,26,36.58536585365854,321,302,19,94.0809968847352,45,9,36,20.0,20.095691843535754,1,0,1,0.0,1,0,5,4,2,1,3,Liverpool,14,England - Premier League,4,2,0,0,2,1,0.29085575,50.0,25.0,50.0,0.0727139375,37,42,13,3,14,67,79,24,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Kristoffer Nordfeldt,29,23,6,79.3103448275862,2,1,1,50.0,8,8,0,100.0,16,10,6,62.5,43.1457812145931,0,0,0,0.0,0,0,0,0,0,0,0,Swansea City,1,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,1,0,0.0,4,80.0,2,0,0,2,0,0,0,Goalkeeper,Goalkeepers
Kurt Happy Zouma,736,610,126,82.88043478260869,49,17,32,34.69387755102041,436,424,12,97.24770642201835,64,17,47,26.5625,20.83398118936337,4,1,3,25.0,0,0,8,4,1,1,9,Chelsea,23,England - Premier League,16,1,10,1,4,1,1.541715556,6.25,6.25,100.0,0.09635722225,49,66,15,10,35,169,153,24,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Kyle Bartley,139,108,31,77.6978417266187,11,3,8,27.27272727272727,75,70,5,93.33333333333333,16,5,11,31.25,21.713742627617265,0,0,0,0.0,0,0,1,1,0,0,5,Swansea City,5,England - Premier League,2,0,0,0,0,0,0.08941238,0.0,0.0,0.0,0.04470619,11,17,7,4,11,21,44,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Kyle Lafferty,7,4,3,57.14285714285714,0,0,0,0.0,1,1,0,100.0,0,0,0,0.0,13.790224199314286,0,0,0,0.0,0,0,0,0,0,0,0,Norwich City,1,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Forward,Forwards
Kyle Naughton,1388,1082,306,77.95389048991355,172,96,76,55.81395348837209,710,666,44,93.80281690140845,133,47,86,35.338345864661655,17.953716246332164,39,11,28,28.205128205128204,16,3,22,11,6,2,22,Swansea City,27,England - Premier League,9,2,2,0,5,0,0.408008469,22.22222222222222,0.0,0.0,0.045334274333333334,85,89,22,24,37,66,291,19,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Kyle Walker,1732,1315,417,75.92378752886836,215,129,86,60.0,802,722,80,90.02493765586036,256,111,145,43.359375,20.651584037775795,64,22,42,34.375,32,2,48,20,22,8,33,Tottenham Hotspur,33,England - Premier League,20,7,4,0,8,1,0.903361597,35.0,5.0,14.285714285714285,0.04516807985,171,133,50,33,51,112,487,65,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Lamine Koné,405,260,145,64.19753086419753,89,22,67,24.719101123595504,179,164,15,91.62011173184358,101,19,82,18.81188118811881,24.540436575224888,2,1,1,50.0,2,1,5,4,3,3,6,Sunderland,15,England - Premier League,10,4,5,0,0,2,1.6360862857,40.0,20.0,50.0,0.16360862857,54,63,14,6,34,115,135,42,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Laurent Koscielny,1671,1458,213,87.25314183123878,169,99,70,58.57988165680473,1049,1008,41,96.09151572926596,130,51,79,39.23076923076923,20.468284149762443,2,0,2,0.0,9,0,8,5,1,0,26,Arsenal,33,England - Premier League,20,9,8,0,2,4,3.20216603,45.0,20.0,44.44444444444444,0.1601083015,143,128,31,34,71,218,269,61,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Leandro Bacuna,1389,1034,355,74.44204463642909,189,98,91,51.85185185185185,680,626,54,92.05882352941175,221,83,138,37.55656108597285,20.455987826218315,53,12,41,22.641509433962266,17,0,52,29,16,8,15,Aston Villa,31,England - Premier League,32,8,11,1,9,1,1.4977175494,25.0,3.125,12.5,0.04680367341875,123,91,32,40,55,66,416,29,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Lee Cattermole,970,729,241,75.15463917525773,180,89,91,49.44444444444444,509,454,55,89.19449901768172,137,58,79,42.33576642335766,20.276685603750433,8,3,5,37.5,20,0,19,14,6,4,20,Sunderland,31,England - Premier League,10,1,5,0,3,0,0.671550593,10.0,0.0,0.0,0.0671550593,114,86,45,47,47,38,440,36,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Lee Tomlin,122,84,38,68.85245901639344,13,4,9,30.76923076923077,82,67,15,81.70731707317073,8,2,6,25.0,14.655481389395408,0,0,0,0.0,7,0,9,4,6,2,9,AFC Bournemouth,6,England - Premier League,4,3,0,0,1,0,0.22449919,75.0,0.0,0.0,0.0561247975,15,14,2,2,7,0,80,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Leighton Baines,1023,793,230,77.51710654936461,118,79,39,66.94915254237289,541,502,39,92.79112754158965,146,55,91,37.67123287671233,19.46156942724739,55,12,43,21.818181818181817,20,1,16,8,6,1,20,Everton,18,England - Premier League,8,3,2,1,2,2,1.1736909825,37.5,25.0,66.66666666666666,0.1467113728125,51,50,18,6,41,59,287,24,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Leon Britton,1002,884,118,88.22355289421158,104,80,24,76.92307692307693,735,695,40,94.5578231292517,15,7,8,46.666666666666664,16.24148695234994,2,0,2,0.0,4,0,21,16,6,3,22,Swansea City,25,England - Premier League,5,0,2,0,2,0,0.127162849,0.0,0.0,0.0,0.0254325698,102,59,24,15,31,23,327,42,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Leon Osman,152,124,28,81.57894736842105,12,9,3,75.0,123,109,14,88.6178861788618,4,2,2,50.0,14.519547861906316,3,1,2,33.33333333333333,0,0,3,1,1,0,6,Everton,9,England - Premier League,3,0,3,0,0,0,0.246678815,0.0,0.0,0.0,0.08222627166666667,17,10,0,2,5,2,49,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Leroy Fer,435,369,66,84.82758620689656,69,43,26,62.31884057971014,280,264,16,94.28571428571428,23,12,11,52.17391304347826,18.33183370189738,0,0,0,0.0,6,2,19,12,6,4,18,Swansea City,11,England - Premier League,5,1,3,0,1,0,0.26149118,20.0,0.0,0.0,0.052298236,45,40,18,21,14,20,165,19,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
